local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A074,101080107490392012755205,Locating Social and Emotional Learning in Schooled Environments: A Vygotskian Perspective on Learning as Unified,Jennifer A. Vadeboncoeur; Rebecca J. Collie,Jennifer A. Vadeboncoeur,2012.0,10.1080/10749039.2012.755205,,,,"Mind, Culture, and Activity",20,3,201-225,Informa UK Limited,en,https://doi.org/10.1080/10749039.2012.755205,0.9,resolved,openalex,2026-08-16T22:29:46Z,X002,"This article contributes to the emerging literature on social and emotional learning (SEL) from a Vygotskian perspective. A critical perspective on SEL in the context of schooling in the United States situates current interest in SEL programs. Vygotsky's foundational work from the 1920s and 1930s is used to clarify learning as unified, and the concept of feeling is elaborated with literature relevant to learning in school environments and across the life course. Potential next steps for research are noted, in particular given the unity of speech, thinking, and feeling and the literature on the role of social speech and dialogue in learning and development.",Psychology; Feeling; Perspective (graphical); Intellect; Context (archaeology); Privilege (computing); Cognition; Cognitive science; Epistemology; Social psychology; Biology; Computer security,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A426,101111j14697610200902089x,Child Behavior Checklist Juvenile Bipolar Disorder (CBCL‐JBD) and CBCL Posttraumatic Stress Problems (CBCL‐PTSP) scales are measures of a single dysregulatory syndrome,Lynsay Ayer; Robert R. Althoff; Masha Y. Ivanova; David C. Rettew; Ellen Waxler; Julie Sulman; James J. Hudziak,Lynsay Ayer,2009.0,10.1111/j.1469-7610.2009.02089.x,https://pubmed.ncbi.nlm.nih.gov/19486226,,,Journal of Child Psychology and Psychiatry,50,10,1291-1300,Wiley,en,https://doi.org/10.1111/j.1469-7610.2009.02089.x,0.9,resolved,openalex,2026-08-16T22:33:56Z,X013,"BACKGROUND: The Child Behavior Checklist Juvenile Bipolar Disorder (CBCL-JBD) profile and Posttraumatic Stress Problems (CBCL-PTSP) scale have been used to assess juvenile bipolar disorder (JBD) and posttraumatic stress disorder (PTSD), respectively. However, their validity is questionable according to previous research. Both measures are associated with severe psychopathology often encompassing multiple DSM-IV diagnoses. Further, children who score highly on one of these scales often have elevated scores on the other, independent of PTSD or JBD diagnoses. We hypothesized that the two scales may be indicators of a single syndrome related to dysregulated mood, attention, and behavior. We aimed to describe and identify the overlap between the CBCL-JBD profile and CBCL-PTSP scales. METHOD: Two thousand and twenty-nine (2029) children from a nationally representative sample (1073 boys, 956 girls; mean age = 11.98; age range = 6-18) were rated on emotional and behavior problems by their parents using the CBCL. Comparative model testing via structural equation modeling was conducted to determine whether the CBCL-JBD profile and CBCL-PTSP scale are best described as measuring separate versus unitary constructs. Associations with suicidality and competency scores were also examined. RESULTS: The CBCL-JBD and CBCL-PTSP demonstrated a high degree of overlap (r = .89) at the latent variable level. The best fitting, most parsimonious model was one in which the CBCL-JBD and CBCL-PTSP items identified a single latent construct, which was associated with higher parental endorsement of child suicidal behavior, and lower functioning. CONCLUSIONS: The CBCL-JBD profile and CBCL-PTSP scale overlap to a remarkable degree, and may be best described as measures of a single syndrome. This syndrome appears to be related to severe psychopathology, but may not conform to traditional DSM-IV classification. These results contribute to the ongoing debate about the utility of the CBCL-JBD and CBCL-PTSP profiles, and offer promising methods of empirically based measurement of disordered self-regulation in youth.",CBCL; Child Behavior Checklist; Psychology; Psychopathology; Child abuse; Poison control; Clinical psychology; Injury prevention; Medicine; Environmental health,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A427,101002ab21523,Low heart rate as a risk factor for child and adolescent proactive aggressive and impulsive psychopathic behavior,Adrian Raine; Annis Lai Chu Fung; Jill Portnoy; Olivia Choy; Victoria Spring,Adrian Raine,2014.0,10.1002/ab.21523,https://pubmed.ncbi.nlm.nih.gov/24604759,,,Aggressive Behavior,40,4,290-299,Wiley,en,https://doi.org/10.1002/ab.21523,0.9,resolved,openalex,2026-08-16T22:33:57Z,X013,"Although low resting heart rate has been viewed as a well-replicated biological correlate of child and adolescent antisocial behavior, little is known about how it interacts with psychosocial adversity in predisposing to both reactive-proactive aggression and psychopathy, and whether this relationship generalizes to an East Asian population. This study tests the hypothesis that low resting heart rate will be associated with aggression and psychopathic traits, and that heart rate will interact with adversity in predisposing to these antisocial traits. Resting heart rate was assessed in 334 Hong Kong male and female schoolchildren aged 11-17 years. A social adversity index was calculated from a psychosocial interview of the parent, while parents assessed their children on the Reactive-Proactive Aggression Questionnaire and the Antisocial Personality Screening Device. Low resting heart rate was significantly associated with higher proactive aggression, impulsive features of psychopathy, and total child psychopathy. Low resting heart rate interacted with high psychosocial adversity in explaining higher reactive (but not proactive) aggression, as well as impulsive psychopathy. These findings provide support for a biosocial perspective of reactive aggression and impulsive psychopathy, and document low resting heart rate as a robust correlate of both childhood impulsive psychopathic behavior and proactive aggression. To our knowledge, this study is the first to document low resting heart rate as a correlate of child psychopathy and the second to establish low heart rate as a risk factor of antisocial behavior in an East Asian population. The findings provide further evidence for both low resting heart rate as a potential biomarker for childhood psychopathic and aggressive behavior, and also a biosocial perspective on childhood antisocial behavior.",Psychopathy; Aggression; Psychosocial; Psychology; RESTING HEART RATE; Heart rate; Biosocial theory; Population; Antisocial personality disorder; Poison control; Clinical psychology; Developmental psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A428,101111cdep12102,Comorbidity Among Dimensions of Childhood Psychopathology: Converging Evidence From Behavior Genetics,Soo Hyun Rhee; Benjamin B. Lahey; Irwin D. Waldman,Soo Hyun Rhee,2014.0,10.1111/cdep.12102,https://pubmed.ncbi.nlm.nih.gov/26019716,,,Child Development Perspectives,9,1,26-31,Oxford University Press (OUP),en,https://doi.org/10.1111/cdep.12102,0.9,resolved,openalex,2026-08-16T22:33:57Z,X013,"In this article, we review evidence from recent behavior genetic studies that examined the covariance among common childhood psychopathological conditions and tested specific hypotheses regarding common and broadband-specific underlying features of childhood psychopathology. Specifically, we review the distinction between internalizing and externalizing disorders, the support for the generalist genes and specialist environments model, negative emotionality as a heritable underlying feature common to both internalizing and externalizing disorders, and daring as a heritable broadband-specific underlying feature that distinguishes externalizing disorders from internalizing disorders. We also discuss the implications of research in the search for specific genes that influence childhood psychopathology and suggest avenues for new research.",Psychopathology; Psychology; Developmental psychology; Comorbidity; Developmental psychopathology; Behavioural genetics; Clinical psychology; Child psychopathology; Psychiatry,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A430,101037a0019699,Assessment of dysregulated children using the Child Behavior Checklist: A receiver operating characteristic curve analysis,Robert R. Althoff; Lynsay Ayer; David C. Rettew; James J. Hudziak,Robert R. Althoff,2010.0,10.1037/a0019699,https://pubmed.ncbi.nlm.nih.gov/20822273,,,Psychological Assessment,22,3,609-617,American Psychological Association (APA),en,https://doi.org/10.1037/a0019699,0.9,resolved,openalex,2026-08-16T22:33:58Z,X013,"Disorders of self-regulatory behavior are common reasons for referral to child and adolescent clinicians. Here, the authors sought to compare 2 methods of empirically based assessment of children with problems in self-regulatory behavior. Using parental reports on 2,028 children (53% boys) from a U.S. national probability sample of the Child Behavior Checklist (CBCL; T. M. Achenbach & L. A. Rescorla, 2001), the receiver operating characteristic curve analysis was applied to compare scores on the Posttraumatic Stress Problems Scale (PTSP) of the CBCL with the CBCL Dysregulation Profile (DP), identified using latent class analysis of the Attention Problems, Aggressive Behavior, and Anxious/Depressed scales of the CBCL. The CBCL-PTSP score demonstrated an area under the curve of between .88 and .91 for predicting membership in the CBCL-DP profile for boys and for girls. These findings suggest that the CBCL-PTSP, which others have shown does not uniquely identify children who have been traumatized, does identify the same profile of behavior as the CBCL-DP. Therefore, the authors recommend renaming the CBCL-PTSP the Dysregulation Short Scale and provide some guidelines for the use of the CBCL-DP scale and the CBCL-PTSP in clinical practice.",CBCL; Child Behavior Checklist; Psychology; Receiver operating characteristic; Clinical psychology; Developmental psychology; Psychometrics; Psychiatry; Medicine; Internal medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A431,101111j14698986200900851x,Facial EMG and heart rate responses to emotion‐inducing film clips in boys with disruptive behavior disorders,Minet de Wied; A. van Boxtel; Jocelyne A. Posthumus; Paul P. Goudena; Walter Matthys,Minet de Wied,2009.0,10.1111/j.1469-8986.2009.00851.x,https://pubmed.ncbi.nlm.nih.gov/19549069,,,Psychophysiology,46,5,996-1004,Wiley,en,https://doi.org/10.1111/j.1469-8986.2009.00851.x,0.9,resolved,openalex,2026-08-16T22:33:58Z,X013,"We examined aspects of emotional empathy across different physiological response systems in boys with disruptive behavior disorders (DBD) and normal controls. Heart rate (HR) and electromyographic (EMG) reactivity in zygomaticus major and corrugator supercilii muscles were monitored during sadness-, anger-, or happiness-inducing film clips. Relative to controls, DBD boys showed significantly less HR reduction during sadness, and a smaller increase in corrugator EMG activity both during sadness and anger. No significant group differences emerged in HR and zygomaticus EMG responsivity during happiness. We also examined cardiac activity at rest and found higher resting HR and lower respiratory sinus arrhythmia in DBD boys compared to controls. Findings give evidence for a selective impairment in empathy with sadness and anger (not happiness) among DBD boys who exhibit relatively high levels of anxiety and poor emotional control.",Sadness; Psychology; Anger; Vagal tone; Happiness; Facial electromyography; Audiology; Heart rate; Empathy; Anxiety; Developmental psychology; Clinical psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_FLAGGED,,,H4-5,H4-6,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""UNCERTAIN"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""Vagal tone"", ""quote_valid"": false, ""span"": [113, 120], ""used"": true}}",PASS_FLAGGED: uncertain H4-6
A432,101007s0078701303799,The child behavior checklist dysregulation profile predicts adolescent DSM-5 pathological personality traits 4 years later,Elien De Caluwé; Mieke Decuyper; Barbara De Clercq,Elien De Caluwé,2013.0,10.1007/s00787-013-0379-9,https://pubmed.ncbi.nlm.nih.gov/23381573,,,European Child &amp; Adolescent Psychiatry,22,7,401-411,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-013-0379-9,0.9,resolved,openalex,2026-08-16T22:33:59Z,X013,"Emotional dysregulation in childhood has been associated with various forms of later psychopathology, although no studies have investigated the personality related adolescent outcomes associated with early emotional dysregulation. The present study uses a typological approach to examine how the child behavior checklist-dysregulation profile (CBCL-DP) predicts DSM-5 pathological personality traits (as measured with the personality inventory for the diagnostic and statistical manual of mental disorders 5 or PID-5 by Krueger et al. (Psychol Med 2012)) across a time span of 4&nbsp;years in a sample of 243 children aged 8–14&nbsp;years (57.2&nbsp;% girls). The results showed that children assigned to the CBCL-DP class are at risk for elevated scores on a wide range of DSM-5 personality pathology features, including higher scores on hostility, risk taking, deceitfulness, callousness, grandiosity, irresponsibility, impulsivity and manipulativeness. These results are discussed in the context of identifying early manifestations of persistent regulation problems, because of their enduring impact on a child’s personality development.",Emotional dysregulation; Psychology; CBCL; Personality pathology; Child Behavior Checklist; Impulsivity; Grandiosity; Child and adolescent psychiatry; Personality; Clinical psychology; Personality disorders; Context (archaeology),False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A433,101007s1086201594803,Dyadic Attunement and Physiological Synchrony During Mother-Child Interactions: An Exploratory Study in Children With and Without Externalizing Behavior Problems,Steven Woltering; Victoria Lishak; Brittney Elliott; Leonardo Ferraro; Isabela Granic,Steven Woltering,2015.0,10.1007/s10862-015-9480-3,,,,Journal of Psychopathology and Behavioral Assessment,37,4,624-633,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s10862-015-9480-3,0.9,resolved,openalex,2026-08-16T22:34:01Z,X013,"We investigated whether synchrony at a physiological level (i.e., real-time correspondence of biological indices between two individuals) related to observed levels of dyadic attunement (i.e., levels of connectedness, joint attention, and reciprocity), and whether these measures could distinguish between mother-child dyads with and without clinical levels of externalizing behavioral problems. Eighty-three clinical and 35 nonclinical dyads (7–12&nbsp;years-old) discussed a contentious topic preceded and followed by a positive topic while their heart rates were recorded. Changes in dyadic attunement from the last discussion relative to the first were taken as an index of how well dyads ‘repaired’ their relationship. Results showed that clinical dyads had lower levels of dyadic attunement across all discussions compared to nonclinical dyads. Evidence that physiological synchrony could distinguish clinical from nonclinical dyads, however, was merely suggestive. Physiological synchrony was sensitive to the emotional context of the discussions as more dyads demonstrated physiological synchrony in the last compared to the first discussion. Moreover, dyads who demonstrated physiological synchrony also showed higher levels of repair. The outcomes of this study suggest that physiological synchrony between mothers and their children is sensitive to emotional context during interactions, and particularly during periods of repair when dyads more actively reconnect with each other after a negative interaction.",Attunement; Psychology; Developmental psychology; Context (archaeology); Reciprocity (cultural anthropology); Strange situation; Social psychology; Attachment theory; Biology; Medicine; Alternative medicine; Pathology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A437,1010970000458320001000000010,Early Childhood Heart Rate Does Not Predict Externalizing Behavior Problems at Age 7 Years,CAROL A. VAN HULLE; Robin P. Corley; Carolyn Zahn‐Waxler; Jerome Kagan; John K. Hewitt,CAROL A. VAN HULLE,2000.0,10.1097/00004583-200010000-00010,https://pubmed.ncbi.nlm.nih.gov/11026177,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,39,10,1238-1244,Elsevier BV,en,https://doi.org/10.1097/00004583-200010000-00010,0.9,resolved,openalex,2026-08-16T22:34:05Z,X013,,CBCL; Child Behavior Checklist; Heart rate; Psychology; Developmental psychology; Medicine; Internal medicine; Blood pressure,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A440,1011111469761000034,"Annotation: The role of prefrontal deficits, low autonomic arousal, and early health factors in the development of antisocial and aggressive behavior in children",Adrian Raine,Adrian Raine,2002.0,10.1111/1469-7610.00034,https://pubmed.ncbi.nlm.nih.gov/12030589,,,Journal of Child Psychology and Psychiatry,43,4,417-434,Wiley,en,https://doi.org/10.1111/1469-7610.00034,0.9,resolved,openalex,2026-08-16T22:34:07Z,X013,"BACKGROUND: This article selectively reviews the biological bases of antisocial and aggressive behavior in children with a focus on low autonomic functioning, prefrontal deficits, and early health factors. RESULTS: Low resting heart rate is thought to be the best-replicated biological correlate of antisocial and aggressive behavior in child and adolescent populations and may reflect reduced noradrenergic functioning and a fearless, stimulation-seeking temperament. Evidence from neuropsychological, neurological, and brain imaging studies converges on the conclusion that prefrontal structural and functional deficits are related to antisocial, aggressive behavior throughout the lifespan. A prefrontal dysfunction theory of antisocial behavior is advanced. This argues that social and executive function demands of late adolescence overload the late developing prefrontal cortex, giving rise to prefrontal dysfunction and a lack of inhibitory control over antisocial, violent behavior that peaks at this age. Birth complications and minor physical anomalies are selectively associated with later violent behavior, especially when combined with adverse psychosocial risk factors for violence. Cigarette smoking during pregnancy may increase the risk for antisocial and violent behavior in later life by disrupting noradrenergic functioning and enhancement of cholinergic receptors that inhibit cardiac functioning. Malnutrition during pregnancy is associated with later antisocial behavior and may be mediated by protein deficiency. CONCLUSIONS: It is argued that early health intervention and prevention studies may provide the most effective way of reversing biological deficits that predispose to antisocial and aggressive behavior in children and adults.",Psychology; Prefrontal cortex; Developmental psychology; Psychosocial; Neuropsychology; Arousal; Antisocial personality disorder; Clinical psychology; Conduct disorder; Poison control; Psychiatry; Injury prevention,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A443,101176appiajp16261100,Response to Emotional Stimuli in Boys With Conduct Disorder,Sabine C. Herpertz; Bodo Mueller; Mutaz Qunaibi; Christiane Lichterfeld; Kerstin Konrad; Beate Herpertz‐Dahlmann,Sabine C. Herpertz,2005.0,10.1176/appi.ajp.162.6.1100,https://pubmed.ncbi.nlm.nih.gov/15930058,,,American Journal of Psychiatry,162,6,1100-1107,American Psychiatric Association Publishing,en,https://doi.org/10.1176/appi.ajp.162.6.1100,0.9,resolved,openalex,2026-08-16T22:34:08Z,X013,"OBJECTIVE: Boys with conduct disorder are at risk of persistently showing antisocial behavior in adult life, particularly if they have an additional diagnosis of attention deficit hyperactivity disorder (ADHD). In the search for biological risk factors that predispose children to the development of antisocial personality disorder, research has provided substantial data suggesting that autonomic hyporesponsiveness indicates a greater likelihood of future antisocial behavior. The purpose of this study was to examine autonomic arousal in boys with conduct disorder, comorbid conduct disorder and ADHD, and ADHD only. METHOD: In addition to self-ratings, electrodermal responses to pleasant, neutral, and unpleasant slides were obtained for 21 boys with conduct disorder and 54 boys with ADHD plus conduct disorder. Forty-three boys with a diagnosis of ADHD only were recruited as a clinical comparison group, and 43 boys with no conduct disorder or ADHD were included as a healthy comparison group. All subjects were ages 8-13 years. RESULTS: Compared to the healthy subjects and the subjects with ADHD only, the boys with conduct disorder and with ADHD plus conduct disorder reported lower levels of emotional response to aversive stimuli and lower autonomic responses to all slides independent of valence. CONCLUSIONS: Although the self-report data supported a deficit in reactivity to explicit fear cues, the psychophysiological data indicated that boys with conduct disorder both with and without a comorbid condition of ADHD are characterized by a generalized deficit in autonomic responsivity in an experimental situation in which children were exposed to complex visual stimuli of unpredictable affective quality. Psychophysiological findings may point to a deficit in associative information processing systems that normally produce adaptive cognitive-emotional reactions.",Conduct disorder; Psychology; Attention deficit hyperactivity disorder; Arousal; Clinical psychology; Borderline personality disorder; Developmental psychology; Antisocial personality disorder; Attention deficit disorder; Psychiatry; Poison control; Injury prevention,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A445,101017s0954579414001175,"The role of anxiety in the development, maintenance, and treatment of childhood aggression",Isabela Granic,Isabela Granic,2014.0,10.1017/s0954579414001175,https://pubmed.ncbi.nlm.nih.gov/25422976,,,Development and Psychopathology,26,4pt2,1515-1530,Cambridge University Press (CUP),en,https://doi.org/10.1017/s0954579414001175,0.9,resolved,openalex,2026-08-16T22:34:09Z,X013,"The majority of aggressive children exhibit symptoms of anxiety, yet none of our developmental models of aggression incorporate the role of anxiety, and our treatments ignore this comorbidity. This article outlines a novel theoretical model that specifies three hypotheses about comorbid anxious and aggressive children: (a) unpredictable parenting induces anxiety in children that in turn triggers aggressive behavior; (b) prolonged periods of anxiety deplete children's capacity to inhibit impulses and trigger bouts of aggression, and aggression in turn functions to regulate levels of anxiety; and (c) minor daily stressors give rise to anxiety while cognitive perseveration maintains anxious moods, increasingly disposing children to aggress. Little or no research has directly tested these hypotheses. Extant research and theory consistent with these claims are herein reviewed, and future research designs that can test them specifically are suggested. The clinical implications most relevant to the hypotheses are discussed, and to improve the efficacy of treatments for childhood aggression, it is proposed that anxiety may need to be the primary target of treatment.",Aggression; Psychology; Anxiety; Developmental psychology; Cognition; Clinical psychology; Extant taxon; Stressor; Developmental psychopathology; Psychopathology; Psychiatry; Evolutionary biology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
